financial_data_id,company_id,statement_type,period_start,period_end,total_assets,total_liabilities,total_equity,net_income,operating_cash_flow,investing_cash_flow,financing_cash_flow
195,4555,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,2,1
196,5760,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
197,5448,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,2
198,8165,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,2,1,1
199,6251,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,2,1
200,2699,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,2,1,2
201,1498,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,1,1,2,2
202,9864,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,2
203,6776,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,1,1,1
204,87,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,1,1,2
205,7764,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,2
206,3478,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,2,2
207,8877,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,2
208,8127,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
209,4324,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,2
210,3167,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,1,2
211,6576,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,2,1
212,5027,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,1,2,2
213,1664,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,2,2,1
214,122,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,1,2,1
215,2585,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,2,1
216,425,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,1,1
217,2047,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,1,1,2,1
218,664,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,1,1
219,5824,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,2,1,2
220,8881,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,1,2,2
221,1058,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,2,2
222,2691,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,1
223,8214,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,2,2
224,8525,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,1,2
225,657,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,1,2,2
226,320,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,1,2,2
227,8898,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,2,1,1
228,4050,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,2,1,1
229,4230,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,2,1
230,5433,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,1,2
231,1618,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,1,2,1
232,8876,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
233,3617,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,2,1,2,2
234,1762,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,1,2,2
235,6374,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
236,4762,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,2,1
237,3462,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,2,2
238,6975,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,2,1
239,1331,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,1,2
240,8488,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,1,2,1
241,5308,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,1,2,2
242,6563,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,2,1
243,6910,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,1
244,6929,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,2,1,2,1
245,410,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,2,2
246,684,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,2,1
247,8733,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,1,1,2
248,3757,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
249,5583,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,1,1,2
250,4484,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,2
251,1574,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,2,1
252,1058,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,2,2
253,6459,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,2,1,2
254,2021,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,1,1
255,8600,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,2,1,1
256,2954,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,2,1,2
257,5049,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,1,1
258,49,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,2,2,2
259,3772,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,2,2,1
260,4278,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,1,1,2
261,7858,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,1,1,1
262,7916,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,2,1
263,4909,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,1,2,1
264,2724,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,2,2
265,6656,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,2,2
266,2861,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,2,1,2
267,7386,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,1,2,1
268,9615,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,1,1,1
269,7856,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,1,2,2
270,5683,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,1,2,2
271,2482,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,1,2,2
272,380,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,1
273,2115,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,1,1
274,8666,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,2,1,2
275,7951,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,2,1,2
276,600,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,1,1,2
277,6992,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,2,2
278,3920,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,2,2,1
279,3923,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,2,1,1
280,3302,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,2,2,2
281,4364,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,1,2
282,2915,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,2,1
283,2754,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,1,2,2
284,5031,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,2,1
285,2587,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,2,2
286,6253,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,1,2
287,4683,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,2,2
288,7745,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,1,1,2
289,6627,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
290,3054,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,1,1
291,2097,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,2,1
292,2345,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,1,1,2
293,4134,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,1,1,1
294,6257,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,1,1
295,7526,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,2,2
296,8340,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,2,2
297,549,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,2,2,2
298,7441,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,2,1
