payment_id,supplier_id,payment_date,payment_method,amount
631,4872,2022-05-11,Credit Card,514.69
632,7593,2022-08-29,PayPal,325.27
633,6752,2022-03-25,Bank Transfer,286.86
634,4047,2022-12-30,PayPal,966.45
635,763,2022-06-22,PayPal,61.74
636,1132,2022-04-27,Credit Card,476.08
637,7700,2022-07-18,Debit Card,706.04
638,7518,2022-07-20,PayPal,411.6
639,4401,2022-10-13,Credit Card,922.53
640,5771,2022-05-25,Debit Card,241.48
641,2589,2022-10-05,Debit Card,947.71
642,6614,2022-09-19,PayPal,225.67
643,3371,2023-02-11,Credit Card,296.28
644,7823,2022-04-29,Credit Card,50.12
645,6452,2023-02-01,Credit Card,10.39
646,8120,2023-01-01,Debit Card,894.53
647,9460,2022-12-24,Bank Transfer,966.01
648,8647,2022-07-11,Bank Transfer,85.57
649,710,2022-04-25,Credit Card,577.48
650,4120,2022-08-29,Bank Transfer,434.68
651,5997,2022-10-10,Debit Card,803.94
652,6949,2022-07-11,PayPal,80.9
653,9773,2022-09-24,Credit Card,79.4
654,4104,2022-12-08,Bank Transfer,687.32
655,8932,2023-01-17,Bank Transfer,284.02
656,5207,2022-09-24,Credit Card,139.93
657,5345,2022-08-16,Credit Card,92.7
658,6717,2023-02-06,Bank Transfer,452.01
659,7918,2022-03-10,Debit Card,268.14
660,2819,2022-05-22,PayPal,474.58
661,7164,2023-02-04,Debit Card,618.68
662,7116,2022-12-05,Bank Transfer,670.95
663,8880,2022-12-17,Debit Card,789.56
664,7381,2022-06-18,Credit Card,370.77
665,9928,2022-10-02,Debit Card,77.12
666,6068,2022-08-05,PayPal,967.89
667,2310,2022-09-29,Credit Card,596.62
668,2046,2022-03-18,Debit Card,801.57
669,6756,2022-05-13,PayPal,85.34
670,5588,2022-07-17,Debit Card,47.25
671,3747,2022-08-26,Bank Transfer,612.38
672,8890,2022-06-06,Credit Card,891.5
673,6965,2022-09-17,Credit Card,717.7
674,9,2023-03-03,Debit Card,165.67
675,9454,2022-06-07,Bank Transfer,620.05
676,573,2022-06-18,Debit Card,829.37
677,4622,2022-07-05,Debit Card,863.64
678,6082,2022-12-04,Debit Card,19.56
679,6925,2022-08-29,PayPal,680.28
680,6371,2022-09-04,Debit Card,554.75
681,9495,2022-11-01,PayPal,539.75
682,6525,2022-04-23,PayPal,694.6
683,1006,2023-03-06,Bank Transfer,986.55
684,7074,2022-10-25,Debit Card,189.04
685,2028,2023-01-26,Bank Transfer,830.22
686,5605,2023-02-18,Debit Card,981.39
687,704,2022-05-21,Debit Card,180.49
688,9627,2023-02-22,Bank Transfer,14.07
689,2713,2023-01-02,Bank Transfer,229.08
690,9175,2022-06-22,Credit Card,444.54
691,6860,2022-08-26,Credit Card,688.68
692,772,2023-01-15,Bank Transfer,559.23
693,4563,2023-02-21,Debit Card,100.9
694,3330,2022-03-16,Debit Card,653.24
695,2412,2022-09-04,Debit Card,673.46
696,4437,2022-08-31,Debit Card,787.76
697,4784,2022-09-15,PayPal,295.87
698,7162,2023-02-16,Bank Transfer,152.75
699,3001,2022-12-09,Debit Card,873.72
700,6393,2022-11-05,Debit Card,443.74
701,4357,2022-03-24,Bank Transfer,185.67
702,3478,2023-01-27,Bank Transfer,193.13
703,4683,2023-01-15,Bank Transfer,554.93
704,3343,2022-04-29,Credit Card,463.19
705,2737,2022-05-14,PayPal,696.51
706,3424,2022-07-25,Debit Card,793.75
707,5636,2022-05-18,Debit Card,840.7
708,8400,2022-12-04,Credit Card,893.38
709,4524,2022-03-12,Bank Transfer,15.41
710,5237,2022-11-19,Debit Card,754.54
711,9185,2022-06-18,Bank Transfer,271.16
712,8156,2022-03-17,PayPal,235.21
713,2706,2023-02-07,Debit Card,88.77
714,3065,2022-08-29,PayPal,935.32
715,9544,2023-01-26,Bank Transfer,648.53
716,4193,2022-04-14,Credit Card,239.6
717,9519,2022-06-02,Credit Card,670.43
718,9508,2022-03-17,PayPal,519.25
719,4750,2022-09-23,Debit Card,512.01
720,7577,2022-05-03,Credit Card,345.67
721,4923,2022-03-16,PayPal,121.89
722,6205,2022-12-24,Bank Transfer,192.98
723,1727,2022-04-23,Credit Card,948.34
724,4187,2022-12-27,PayPal,909.1
725,6919,2022-10-08,Credit Card,255.32
726,786,2023-02-28,Credit Card,152.34
727,2132,2023-02-16,PayPal,331.04
728,5485,2022-10-28,Bank Transfer,620.05
729,3969,2023-01-03,PayPal,908.29
730,5250,2022-07-11,Credit Card,286.64
731,750,2022-07-05,Bank Transfer,726.79
732,8414,2023-02-11,Credit Card,487.94
733,830,2023-01-15,Credit Card,871.45
734,9913,2022-05-08,Credit Card,20.06
735,2635,2022-04-10,Bank Transfer,445.78
736,6857,2022-06-01,Credit Card,862.28
737,7128,2023-01-17,Bank Transfer,775.06
738,5699,2023-01-25,Debit Card,360.08
739,7958,2022-03-09,Debit Card,389.29
740,5973,2022-05-31,Credit Card,306.11
741,2580,2022-08-16,Debit Card,337.83
742,8517,2022-03-09,Bank Transfer,169.69
743,4912,2022-11-17,Debit Card,771.29
744,1867,2023-01-20,Debit Card,782.81
745,6630,2022-10-17,Bank Transfer,259.81
746,8804,2022-04-16,Debit Card,891.24
747,4647,2023-03-01,Bank Transfer,690.77
748,1993,2022-12-20,Credit Card,661.11
749,3589,2023-02-23,Credit Card,529.55
750,2540,2022-06-22,Credit Card,886.4
751,8961,2023-01-03,PayPal,203.41
752,9633,2022-09-11,Credit Card,475.11
753,5206,2022-07-31,PayPal,834.28
754,1249,2022-10-02,PayPal,124.0
755,2702,2022-08-04,Bank Transfer,499.9
756,1171,2023-01-04,PayPal,562.13
757,9966,2022-11-01,Bank Transfer,635.9
758,2584,2023-02-22,Debit Card,625.65
759,8744,2022-10-18,Bank Transfer,112.56
760,9972,2022-10-28,Debit Card,588.75
761,9633,2022-06-15,Credit Card,526.96
762,8369,2022-04-21,Debit Card,39.93
763,7547,2022-11-01,Credit Card,850.92
764,7924,2022-10-10,PayPal,870.22
765,5414,2022-08-24,Bank Transfer,987.6
766,7768,2022-12-11,Debit Card,451.62
767,4260,2023-02-28,PayPal,428.46
768,9829,2022-09-04,PayPal,411.19
769,7760,2022-04-24,Bank Transfer,46.88
770,9478,2022-04-11,Debit Card,559.36
771,3537,2023-03-03,Bank Transfer,454.18
772,5711,2022-09-01,PayPal,830.49
773,2975,2022-07-11,Debit Card,124.6
774,6981,2023-01-01,Credit Card,485.04
775,6322,2022-05-31,PayPal,463.46
776,973,2022-08-16,PayPal,112.42
777,3305,2022-07-11,Debit Card,53.97
778,7211,2022-06-10,Bank Transfer,495.16
779,9805,2023-01-18,PayPal,557.65
780,5471,2022-07-26,Credit Card,582.99
781,3706,2022-04-15,Credit Card,951.12
782,2939,2023-02-10,PayPal,989.6
783,3015,2022-07-09,Bank Transfer,561.46
784,295,2022-08-04,Credit Card,540.36
785,3551,2023-01-06,Credit Card,93.84
786,6760,2022-09-28,PayPal,732.28
787,8920,2023-03-04,PayPal,684.5
788,7607,2022-05-29,Credit Card,50.12
789,5585,2023-01-09,PayPal,162.38
790,3138,2022-05-24,Bank Transfer,444.45
791,7474,2022-10-15,PayPal,477.09
792,9548,2022-11-16,PayPal,775.14
793,3099,2022-11-05,Bank Transfer,669.09
794,4422,2022-04-04,PayPal,93.01
795,2500,2022-12-30,Credit Card,866.3
796,7956,2023-02-23,PayPal,937.64
797,2930,2022-07-28,Credit Card,850.54
798,6748,2022-08-03,Debit Card,698.26
799,6013,2022-07-14,Credit Card,414.26
800,6346,2022-03-21,Debit Card,632.9
801,4437,2022-05-25,Debit Card,134.3
802,9139,2022-10-23,Credit Card,547.29
803,8926,2023-01-13,PayPal,922.56
804,7553,2022-03-20,PayPal,962.72
805,3228,2022-08-27,PayPal,842.24
806,965,2022-10-08,Debit Card,905.3
807,8629,2022-09-20,PayPal,224.26
808,9426,2023-01-20,Debit Card,234.24
809,6999,2022-04-21,PayPal,665.77
810,2128,2023-01-31,Debit Card,254.86
811,5585,2022-09-22,Debit Card,131.88
812,4572,2022-08-08,Bank Transfer,540.4
813,7759,2022-08-15,Credit Card,434.98
814,3538,2022-09-19,Credit Card,683.3
815,1158,2022-11-15,Credit Card,476.11
816,7060,2022-09-16,Bank Transfer,236.1
817,3316,2022-07-20,Debit Card,41.77
818,3706,2023-03-05,Bank Transfer,101.16
819,975,2022-07-16,Credit Card,228.54
820,1558,2022-05-13,PayPal,139.1
821,4300,2022-03-12,Bank Transfer,574.89
822,2137,2022-08-25,PayPal,95.9
823,6868,2023-01-05,Debit Card,132.34
824,8841,2022-03-29,Debit Card,94.66
825,9984,2023-02-27,Credit Card,922.67
826,4225,2022-05-10,PayPal,762.5
827,4623,2022-12-19,Debit Card,609.45
828,7784,2022-11-15,Bank Transfer,125.87
829,7443,2022-03-19,Credit Card,987.47
830,1096,2022-03-24,Credit Card,984.08
831,1624,2022-09-22,Credit Card,379.1
832,5047,2022-10-02,Debit Card,607.99
833,2456,2023-03-04,Bank Transfer,49.74
834,5966,2022-06-19,PayPal,216.86
835,5961,2023-01-22,Debit Card,762.31
836,283,2022-09-30,Debit Card,728.83
837,3897,2022-07-02,Bank Transfer,879.76
838,9316,2023-02-28,Debit Card,870.87
839,4749,2022-04-29,PayPal,739.61
840,5485,2022-06-04,Debit Card,472.13
841,9285,2022-06-23,Bank Transfer,183.18
842,4343,2022-06-29,PayPal,161.49
843,7687,2022-04-09,PayPal,627.27
844,8014,2022-09-27,PayPal,772.95
845,5204,2022-07-09,Credit Card,961.28
846,3259,2022-08-06,PayPal,915.17
847,3802,2022-06-24,Debit Card,112.03
848,6603,2022-03-17,PayPal,797.08
849,7695,2023-02-19,Debit Card,165.06
850,5571,2022-08-04,Debit Card,679.56
851,7377,2022-12-15,Credit Card,412.53
852,6691,2022-05-01,Credit Card,785.74
853,3373,2022-09-20,Bank Transfer,729.41
854,1266,2022-04-01,PayPal,701.7
855,1002,2022-08-29,Debit Card,435.32
856,5852,2023-02-22,Debit Card,518.89
857,5492,2022-09-13,Credit Card,356.81
858,7298,2022-10-19,PayPal,321.07
859,5987,2022-10-03,Debit Card,117.18
860,2101,2023-01-14,Debit Card,410.07
861,8577,2022-06-04,Debit Card,975.05
862,8154,2022-08-17,PayPal,42.61
863,5491,2023-03-08,Debit Card,133.54
864,2988,2022-11-22,Credit Card,59.39
865,6313,2023-01-16,Credit Card,430.98
866,2539,2022-03-14,PayPal,105.69
867,3550,2023-01-22,Credit Card,430.8
868,5761,2023-02-01,Debit Card,263.19
869,4241,2022-03-15,Bank Transfer,89.9
870,1452,2022-09-11,Debit Card,554.75
871,9439,2022-03-23,Bank Transfer,170.89
872,4494,2022-04-17,Bank Transfer,14.5
873,1307,2022-06-04,Debit Card,454.77
874,5943,2023-01-17,PayPal,538.62
875,4232,2023-01-16,PayPal,741.0
876,1387,2022-09-27,Bank Transfer,472.24
877,6831,2022-12-13,Bank Transfer,35.3
878,7245,2022-10-02,Credit Card,269.65
879,5395,2022-09-09,PayPal,68.05
880,917,2022-03-25,Credit Card,979.67
881,7725,2023-01-01,Credit Card,811.7
882,3035,2022-07-22,PayPal,582.0
883,3824,2022-08-12,Debit Card,531.45
884,1110,2022-08-03,Debit Card,801.19
885,2014,2022-04-14,Bank Transfer,654.59
886,379,2022-06-26,Debit Card,101.8
887,3349,2022-08-02,PayPal,872.66
888,776,2023-02-16,Credit Card,782.79
889,4395,2022-10-19,Credit Card,239.3
890,4846,2022-04-17,PayPal,137.34
891,4977,2022-12-15,PayPal,340.7
892,1433,2022-03-09,PayPal,883.52
893,5323,2022-11-30,Bank Transfer,731.19
894,2554,2023-03-08,Bank Transfer,203.15
895,2761,2022-11-19,Debit Card,181.45
896,8882,2022-08-09,Debit Card,173.64
897,8860,2022-03-10,PayPal,622.62
898,3509,2023-02-01,Debit Card,301.08
899,1199,2022-03-14,Bank Transfer,778.08
900,8498,2022-05-09,PayPal,198.13
901,134,2022-05-25,PayPal,955.11
902,7721,2023-02-25,PayPal,881.01
903,5464,2022-05-26,Debit Card,773.63
904,519,2022-08-25,PayPal,981.51
905,8284,2022-07-20,Debit Card,962.51
906,7839,2022-09-10,Bank Transfer,273.45
907,9748,2022-12-07,Debit Card,412.47
908,2947,2022-06-21,Debit Card,503.66
909,2073,2022-03-18,Debit Card,804.64
910,6900,2022-05-07,Credit Card,464.72
911,1587,2022-08-20,Debit Card,504.39
912,1073,2022-04-07,Bank Transfer,36.57
913,508,2022-11-24,Credit Card,47.18
914,679,2022-12-07,Bank Transfer,150.21
915,8063,2022-08-30,Debit Card,404.1
916,6461,2022-08-29,Credit Card,324.68
917,372,2022-08-05,Debit Card,798.5
918,1489,2022-09-15,PayPal,143.14
919,8852,2023-01-28,PayPal,453.83
920,4064,2022-10-06,PayPal,603.04
921,6506,2022-09-08,Debit Card,169.6
922,8555,2023-03-05,Credit Card,197.35
923,7553,2022-08-22,Bank Transfer,62.55
924,2072,2022-10-22,Debit Card,143.04
925,2389,2022-09-23,Debit Card,746.86
926,2964,2022-11-29,Credit Card,839.32
927,2070,2022-04-13,PayPal,415.02
928,6834,2022-05-19,Debit Card,406.18
929,2771,2022-12-15,Bank Transfer,335.61
930,2762,2023-01-08,Credit Card,265.82
931,3158,2022-10-08,Bank Transfer,764.03
932,1583,2023-02-09,Credit Card,893.7
933,887,2022-08-30,Credit Card,601.45
934,8441,2022-07-15,PayPal,960.92
935,8955,2022-07-11,Bank Transfer,145.02
936,7037,2023-01-21,Bank Transfer,229.75
937,2915,2023-02-25,PayPal,67.23
938,2388,2022-11-06,Credit Card,89.94
939,4598,2022-12-07,PayPal,606.47
940,8554,2022-09-04,PayPal,681.24
941,2484,2023-01-28,Credit Card,217.67
942,2399,2023-03-06,Bank Transfer,943.21
943,8674,2022-10-18,Credit Card,600.24
944,9424,2022-08-15,PayPal,716.55
945,2948,2022-12-06,Credit Card,331.62
946,8970,2023-01-07,PayPal,267.88
947,1191,2022-04-05,Debit Card,916.24
948,5529,2022-06-20,Bank Transfer,616.61
949,4202,2023-01-19,Bank Transfer,226.08
950,3338,2022-09-16,PayPal,344.14
951,7645,2022-08-24,Credit Card,555.9
952,8258,2022-06-30,PayPal,323.54
953,5962,2023-03-01,Debit Card,11.48
954,9135,2023-01-04,PayPal,798.02
955,985,2022-11-03,PayPal,188.78
956,4599,2022-07-29,PayPal,113.09
957,6412,2022-06-16,Debit Card,756.56
958,8562,2023-02-04,Credit Card,22.98
959,7654,2022-04-08,Credit Card,104.07
960,1775,2023-01-23,Credit Card,864.65
961,7454,2022-07-08,Credit Card,496.09
962,5487,2023-02-16,Credit Card,254.89
963,4553,2023-02-14,Debit Card,139.75
964,8590,2022-05-31,Debit Card,208.84
965,5592,2022-12-24,Credit Card,501.06
966,729,2022-10-21,Bank Transfer,497.56
967,1561,2022-04-24,Debit Card,340.91
968,7671,2022-07-26,Bank Transfer,301.23
969,8561,2022-07-09,Credit Card,718.06
970,8810,2023-02-08,Debit Card,952.8
971,1673,2022-11-17,Bank Transfer,544.13
972,8411,2022-12-07,Debit Card,610.51
973,2950,2022-03-12,Credit Card,896.65
974,8265,2023-01-09,Bank Transfer,849.02
975,281,2022-09-12,Debit Card,168.84
976,2301,2022-12-04,Bank Transfer,184.66
977,9121,2022-05-13,Bank Transfer,460.36
978,9541,2022-04-28,Bank Transfer,133.79
979,7618,2022-04-12,Debit Card,553.57
980,8760,2022-03-27,Credit Card,315.02
981,3954,2022-09-02,Credit Card,650.03
982,5360,2022-12-19,Credit Card,939.17
983,585,2022-07-19,Credit Card,389.77
984,3571,2022-08-06,Credit Card,352.58
985,2386,2022-10-09,PayPal,863.61
986,1178,2022-09-08,PayPal,404.91
987,4020,2022-06-20,Debit Card,107.2
988,2520,2022-09-23,Credit Card,666.14
989,3204,2023-03-01,Debit Card,167.84
990,7341,2022-10-16,Credit Card,382.27
991,8354,2022-06-08,Credit Card,681.58
992,2949,2022-06-30,Bank Transfer,571.2
993,8698,2022-11-24,Credit Card,520.11
994,1685,2022-08-07,Bank Transfer,857.97
995,8750,2022-06-04,Bank Transfer,347.78
996,2374,2023-01-01,Bank Transfer,274.79
997,22,2022-08-10,Credit Card,370.79
998,8889,2022-07-16,Debit Card,263.91
999,43,2022-07-21,PayPal,193.24
1000,2659,2022-06-07,PayPal,399.24
1001,3863,2022-12-18,Bank Transfer,989.36
1002,4080,2022-12-07,Bank Transfer,430.65
1003,99,2022-12-04,Credit Card,624.24
1004,5497,2023-03-03,Bank Transfer,829.33
1005,728,2022-05-11,Credit Card,899.14
1006,1685,2022-07-16,Debit Card,499.17
1007,3152,2022-04-19,Bank Transfer,163.29
1008,7417,2022-08-03,PayPal,948.21
1009,4394,2022-11-22,Credit Card,150.01
1010,2970,2022-09-14,Credit Card,407.23
1011,8514,2022-04-07,Credit Card,533.44
1012,5060,2022-04-21,Bank Transfer,528.82
1013,9389,2022-03-09,PayPal,659.91
1014,1930,2022-06-28,Debit Card,614.8
1015,8401,2022-09-01,Bank Transfer,381.8
1016,4586,2023-01-08,Debit Card,605.22
1017,6524,2023-01-23,Credit Card,41.93
1018,870,2022-06-26,PayPal,287.05
1019,6212,2022-05-09,Credit Card,224.47
1020,8903,2022-06-26,PayPal,881.28
1021,581,2022-05-24,Credit Card,198.85
1022,5335,2022-12-31,Bank Transfer,97.62
1023,4384,2022-08-17,Bank Transfer,228.07
1024,2402,2022-07-22,Debit Card,86.07
1025,4788,2022-12-18,Bank Transfer,871.99
1026,4034,2022-06-10,Debit Card,761.07
1027,1390,2022-09-17,Bank Transfer,381.27
1028,2364,2022-12-29,Bank Transfer,349.23
1029,3804,2022-04-29,Bank Transfer,406.61
1030,2889,2022-04-16,Credit Card,91.17
1031,8135,2023-02-06,Credit Card,886.48
1032,5478,2022-07-02,Debit Card,790.25
1033,7296,2022-03-26,Bank Transfer,465.47
1034,4693,2022-05-12,Bank Transfer,486.28
1035,1047,2022-12-20,PayPal,733.35
1036,6988,2023-03-02,PayPal,468.06
1037,4561,2022-11-07,Debit Card,663.12
1038,5402,2022-11-02,Debit Card,479.68
1039,3792,2022-05-18,Credit Card,330.06
1040,3774,2023-01-13,PayPal,157.24
1041,8987,2022-10-21,Debit Card,986.43
1042,3156,2022-08-11,PayPal,166.13
1043,5191,2022-06-13,Credit Card,424.16
1044,8985,2022-08-01,Bank Transfer,965.05
1045,9748,2022-06-19,Credit Card,739.86
1046,7465,2022-03-18,PayPal,287.77
1047,7073,2022-05-04,PayPal,184.36
1048,9313,2022-12-15,PayPal,558.93
1049,7895,2022-07-06,Debit Card,307.1
1050,629,2022-09-26,Bank Transfer,722.31
1051,504,2022-12-02,Debit Card,765.69
1052,2876,2022-04-15,PayPal,222.4
1053,7019,2022-05-25,PayPal,847.06
1054,8110,2022-08-08,Bank Transfer,116.47
1055,179,2022-11-02,Debit Card,234.03
1056,1136,2022-12-26,Debit Card,638.96
1057,6348,2022-07-28,Credit Card,440.64
1058,4681,2023-01-17,PayPal,496.22
1059,4589,2022-04-06,Bank Transfer,857.66
1060,645,2022-04-29,Debit Card,103.28
1061,4706,2022-06-15,Credit Card,708.89
1062,589,2022-10-30,Credit Card,195.1
1063,178,2023-02-21,Debit Card,430.93
1064,4120,2022-07-28,Debit Card,423.72
1065,5455,2023-02-13,Debit Card,412.0
1066,3230,2022-12-20,Bank Transfer,120.53
1067,7241,2022-05-01,Bank Transfer,565.13
1068,7730,2022-08-04,Credit Card,327.67
1069,3542,2022-11-17,Debit Card,621.28
1070,9687,2022-09-18,Debit Card,351.86
1071,8190,2022-06-14,Debit Card,737.55
1072,3478,2022-10-31,PayPal,755.08
1073,8653,2023-03-01,Bank Transfer,134.11
1074,4022,2023-01-17,PayPal,992.14
1075,1878,2022-10-23,Bank Transfer,480.6
1076,4633,2022-08-31,Debit Card,375.61
1077,8303,2022-08-30,PayPal,827.75
1078,9573,2023-01-10,PayPal,319.62
1079,78,2022-11-02,PayPal,90.95
1080,1213,2022-03-28,Debit Card,804.95
1081,4832,2022-08-05,PayPal,832.87
1082,4255,2022-10-28,Debit Card,869.59
1083,9865,2022-09-04,PayPal,742.66
1084,1970,2022-06-01,Bank Transfer,34.97
1085,5052,2022-10-16,Credit Card,250.1
1086,4842,2022-11-27,Credit Card,24.72
1087,3025,2023-03-07,Bank Transfer,109.28
1088,1393,2022-04-07,PayPal,409.06
1089,361,2022-05-17,PayPal,646.3
1090,7023,2022-12-20,Bank Transfer,266.75
1091,8312,2022-10-14,Credit Card,819.36
1092,3448,2022-08-13,Debit Card,915.76
1093,1957,2023-01-27,PayPal,87.06
1094,5588,2022-09-25,PayPal,601.05
1095,8776,2022-10-04,Credit Card,667.32
1096,8854,2022-03-10,Credit Card,205.71
1097,8681,2022-04-17,PayPal,114.68
1098,4232,2022-06-09,Bank Transfer,883.54
1099,1863,2022-04-22,Debit Card,497.62
1100,401,2022-12-03,PayPal,668.42
1101,879,2022-11-03,PayPal,697.45
1102,4436,2022-05-28,Debit Card,174.56
1103,2834,2022-08-18,Debit Card,362.9
1104,2690,2022-08-04,Credit Card,58.09
1105,5480,2022-06-25,Credit Card,348.99
1106,8565,2022-07-05,Bank Transfer,978.24
1107,6066,2023-02-05,PayPal,647.15
1108,5223,2022-09-27,PayPal,170.36
1109,7300,2022-06-02,Credit Card,605.42
1110,3726,2023-01-26,Credit Card,934.71
1111,4409,2022-06-17,Credit Card,136.51
1112,1973,2023-02-27,PayPal,302.46
1113,5375,2022-06-23,PayPal,877.03
1114,4804,2022-06-01,Bank Transfer,843.98
1115,1609,2023-03-08,Credit Card,754.91
1116,4765,2022-06-16,Bank Transfer,380.85
1117,4468,2022-04-20,Debit Card,902.45
1118,267,2022-12-12,Bank Transfer,992.18
1119,9327,2023-03-04,Debit Card,103.71
1120,9271,2022-06-01,Credit Card,705.26
1121,331,2022-11-30,Debit Card,718.53
1122,4008,2022-04-29,PayPal,582.98
1123,5585,2022-09-19,Bank Transfer,137.91
1124,3608,2022-09-26,Bank Transfer,51.95
1125,9975,2022-11-23,Debit Card,306.52
1126,6107,2022-07-09,Credit Card,887.45
1127,113,2022-04-28,Bank Transfer,614.65
1128,5690,2022-10-03,Credit Card,920.69
1129,7901,2023-01-31,Credit Card,659.57
1130,6332,2022-12-15,Bank Transfer,189.5
1131,4738,2022-10-29,Bank Transfer,634.9
1132,574,2022-12-09,Debit Card,523.49
1133,5741,2022-05-12,PayPal,838.27
1134,8480,2023-02-10,Credit Card,177.72
1135,4207,2022-06-10,Debit Card,514.64
1136,3787,2022-11-22,Credit Card,364.83
1137,6120,2022-11-20,PayPal,319.15
1138,1207,2022-05-16,Debit Card,580.95
1139,6061,2022-03-22,Bank Transfer,535.91
1140,8828,2022-12-09,Debit Card,758.23
1141,3818,2022-03-21,Debit Card,361.96
1142,691,2023-01-02,Credit Card,724.18
1143,1708,2022-05-17,Credit Card,642.57
1144,2552,2022-10-09,Bank Transfer,65.21
1145,2525,2022-10-20,Debit Card,873.74
1146,9302,2022-11-29,Debit Card,396.38
1147,7621,2022-07-04,PayPal,981.77
1148,4676,2022-12-29,Debit Card,354.05
1149,8710,2022-12-11,Debit Card,510.78
1150,2553,2022-10-23,Bank Transfer,101.32
1151,7275,2022-04-25,PayPal,542.97
1152,247,2022-10-26,Credit Card,900.99
1153,401,2023-02-26,Debit Card,83.09
1154,790,2023-01-31,PayPal,965.36
1155,125,2022-08-02,Bank Transfer,864.89
1156,8770,2022-10-20,Debit Card,254.17
1157,4418,2023-02-25,Credit Card,497.85
1158,6347,2023-02-16,PayPal,504.3
1159,7116,2023-02-07,Bank Transfer,552.95
1160,8984,2022-09-08,PayPal,666.58
1161,8716,2022-09-25,Credit Card,734.66
1162,7703,2022-03-21,Credit Card,927.31
