market_data_id,market_trend,economic_indicator,external_factor,value
572,Sideways,Inflation Rate,Interest Rates,9185
573,Bearish,Consumer Price Index,Political Stability,8720
574,Bullish,Housing Starts,Interest Rates,9462
575,Bearish,GDP,Interest Rates,6155
576,Bearish,Employment Rate,Oil Prices,1083
577,Sideways,Unemployment Rate,Political Stability,7169
578,Sideways,Unemployment Rate,Interest Rates,5916
579,Bullish,Housing Starts,Interest Rates,2626
580,Bullish,Trade Balance,Political Stability,5303
581,Sideways,Retail Sales,Exchange Rates,4377
582,Sideways,Trade Balance,Political Stability,6355
583,Bearish,Housing Starts,Interest Rates,1031
584,Bullish,Consumer Price Index,Exchange Rates,6826
585,Sideways,Employment Rate,Exchange Rates,4163
586,Sideways,Consumer Price Index,Consumer Confidence,8252
587,Bearish,Unemployment Rate,Consumer Confidence,8090
588,Bearish,Housing Starts,Political Stability,5996
589,Sideways,Unemployment Rate,Consumer Confidence,5790
590,Bullish,Consumer Price Index,Exchange Rates,1239
591,Bearish,Retail Sales,Oil Prices,8726
592,Bearish,Trade Balance,Consumer Confidence,6739
593,Sideways,Housing Starts,Exchange Rates,8044
594,Bearish,Inflation Rate,Political Stability,6769
595,Sideways,Consumer Price Index,Consumer Confidence,7379
596,Bullish,Inflation Rate,Exchange Rates,5799
597,Bullish,Housing Starts,Interest Rates,9323
598,Bullish,Consumer Price Index,Consumer Confidence,5950
599,Sideways,Unemployment Rate,Political Stability,2954
600,Bearish,Retail Sales,Exchange Rates,7598
601,Bullish,Unemployment Rate,Oil Prices,4699
602,Bearish,Inflation Rate,Interest Rates,6348
603,Sideways,Employment Rate,Oil Prices,1092
604,Bearish,GDP,Stock Market,7073
605,Bullish,Unemployment Rate,Political Stability,8125
606,Bearish,Trade Balance,Exchange Rates,9117
607,Sideways,Consumer Price Index,Consumer Confidence,5969
608,Sideways,Employment Rate,Consumer Confidence,1871
609,Bullish,Employment Rate,Stock Market,9690
610,Bearish,Trade Balance,Exchange Rates,9850
611,Bullish,Retail Sales,Oil Prices,8628
612,Bullish,Inflation Rate,Exchange Rates,9369
613,Sideways,Employment Rate,Stock Market,4247
614,Sideways,Employment Rate,Consumer Confidence,3973
615,Bullish,Unemployment Rate,Interest Rates,2152
616,Bullish,Industrial Production,Oil Prices,8965
617,Bearish,Industrial Production,Consumer Confidence,3913
618,Sideways,Trade Balance,Political Stability,4647
619,Bearish,Industrial Production,Stock Market,2698
620,Sideways,GDP,Consumer Confidence,3928
621,Bearish,Trade Balance,Consumer Confidence,4668
622,Bearish,Consumer Price Index,Stock Market,7509
623,Bearish,Inflation Rate,Stock Market,8889
624,Bearish,GDP,Oil Prices,5126
625,Bearish,Inflation Rate,Political Stability,2271
626,Bullish,Unemployment Rate,Interest Rates,1896
627,Bearish,Retail Sales,Stock Market,5458
628,Bullish,Inflation Rate,Interest Rates,1018
629,Sideways,Consumer Price Index,Consumer Confidence,2531
630,Bearish,Unemployment Rate,Exchange Rates,6869
631,Sideways,Retail Sales,Exchange Rates,6953
632,Bearish,Housing Starts,Exchange Rates,1366
633,Bearish,GDP,Exchange Rates,3829
634,Bullish,Industrial Production,Interest Rates,5892
635,Sideways,Inflation Rate,Exchange Rates,5618
636,Bearish,Consumer Price Index,Interest Rates,3406
637,Bullish,Unemployment Rate,Political Stability,4375
638,Sideways,Inflation Rate,Consumer Confidence,3880
639,Bullish,Retail Sales,Oil Prices,3683
640,Bullish,Retail Sales,Stock Market,7808
641,Sideways,Housing Starts,Consumer Confidence,5390
642,Bearish,Industrial Production,Interest Rates,7888
643,Bullish,Employment Rate,Oil Prices,4954
644,Bullish,Industrial Production,Consumer Confidence,4101
645,Sideways,Consumer Price Index,Exchange Rates,1928
646,Sideways,GDP,Oil Prices,2009
647,Sideways,Unemployment Rate,Oil Prices,2414
648,Bullish,Trade Balance,Oil Prices,4152
649,Bullish,Inflation Rate,Interest Rates,1489
650,Sideways,Inflation Rate,Oil Prices,4541
651,Bullish,GDP,Stock Market,9930
652,Sideways,Housing Starts,Exchange Rates,6830
653,Sideways,Consumer Price Index,Interest Rates,2224
654,Sideways,Housing Starts,Oil Prices,6847
655,Bullish,Inflation Rate,Political Stability,9262
656,Bullish,Industrial Production,Consumer Confidence,3295
657,Bearish,Retail Sales,Oil Prices,2697
658,Bullish,Employment Rate,Stock Market,6468
659,Bearish,Employment Rate,Exchange Rates,7890
660,Sideways,Housing Starts,Stock Market,1395
661,Bearish,Housing Starts,Oil Prices,6400
662,Sideways,Housing Starts,Political Stability,1035
663,Sideways,Industrial Production,Oil Prices,8097
664,Bullish,Industrial Production,Consumer Confidence,6836
665,Bullish,GDP,Political Stability,1135
666,Bearish,Unemployment Rate,Oil Prices,5876
667,Bullish,Inflation Rate,Interest Rates,9467
668,Bullish,Industrial Production,Consumer Confidence,7094
669,Bullish,GDP,Interest Rates,4974
670,Sideways,Industrial Production,Political Stability,8855
671,Bearish,GDP,Political Stability,8034
672,Bearish,Trade Balance,Exchange Rates,3800
673,Sideways,GDP,Oil Prices,1964
674,Bullish,Consumer Price Index,Exchange Rates,2176
675,Sideways,Retail Sales,Oil Prices,2910
676,Sideways,Retail Sales,Stock Market,3686
677,Bullish,Employment Rate,Interest Rates,6365
678,Bullish,Inflation Rate,Exchange Rates,2529
679,Bullish,Inflation Rate,Political Stability,9502
680,Bearish,Employment Rate,Exchange Rates,3946
681,Bearish,Retail Sales,Exchange Rates,9283
682,Bearish,GDP,Political Stability,2793
683,Sideways,Employment Rate,Oil Prices,1745
684,Sideways,Unemployment Rate,Political Stability,9018
685,Bearish,Consumer Price Index,Political Stability,3143
686,Bearish,Retail Sales,Interest Rates,8397
687,Sideways,Employment Rate,Political Stability,2105
688,Bullish,Trade Balance,Interest Rates,6478
689,Bearish,GDP,Consumer Confidence,1586
690,Bullish,GDP,Stock Market,8892
691,Bearish,GDP,Oil Prices,5751
692,Bullish,Retail Sales,Consumer Confidence,3404
693,Sideways,Retail Sales,Consumer Confidence,4839
694,Bearish,Inflation Rate,Political Stability,7700
695,Sideways,Housing Starts,Consumer Confidence,9739
696,Bearish,Retail Sales,Oil Prices,7844
697,Bullish,GDP,Stock Market,5746
698,Sideways,Inflation Rate,Political Stability,7667
699,Bearish,GDP,Exchange Rates,6267
700,Sideways,Industrial Production,Interest Rates,8848
701,Bullish,Retail Sales,Exchange Rates,6982
702,Bearish,Housing Starts,Consumer Confidence,5284
703,Bearish,Employment Rate,Stock Market,3856
704,Sideways,Housing Starts,Oil Prices,9661
705,Sideways,GDP,Stock Market,5816
706,Bullish,GDP,Oil Prices,1948
707,Bullish,Inflation Rate,Interest Rates,9926
708,Sideways,Inflation Rate,Interest Rates,4685
709,Bearish,Industrial Production,Interest Rates,5038
710,Sideways,Trade Balance,Interest Rates,6485
711,Bearish,GDP,Oil Prices,5883
712,Sideways,Employment Rate,Consumer Confidence,6960
713,Sideways,Inflation Rate,Consumer Confidence,5146
714,Bullish,Inflation Rate,Oil Prices,7470
715,Bullish,Employment Rate,Oil Prices,6358
716,Bearish,Industrial Production,Consumer Confidence,6778
717,Sideways,Inflation Rate,Exchange Rates,2277
718,Sideways,Inflation Rate,Stock Market,5741
719,Bearish,Retail Sales,Oil Prices,8635
720,Bearish,GDP,Consumer Confidence,3211
721,Sideways,Housing Starts,Consumer Confidence,1396
722,Bullish,Retail Sales,Consumer Confidence,3566
723,Sideways,Employment Rate,Oil Prices,5815
724,Bearish,Industrial Production,Consumer Confidence,9952
725,Bearish,Housing Starts,Exchange Rates,8907
726,Bullish,GDP,Exchange Rates,8138
727,Bearish,Housing Starts,Exchange Rates,9402
728,Bearish,Housing Starts,Exchange Rates,6589
729,Bearish,GDP,Stock Market,6269
730,Bearish,Unemployment Rate,Interest Rates,1124
731,Sideways,Employment Rate,Exchange Rates,2199
732,Bullish,Employment Rate,Stock Market,2421
733,Bearish,Employment Rate,Consumer Confidence,8051
734,Bearish,Consumer Price Index,Stock Market,8297
735,Bearish,Industrial Production,Oil Prices,4080
736,Bullish,Housing Starts,Political Stability,9285
737,Bullish,Industrial Production,Consumer Confidence,2524
738,Sideways,Unemployment Rate,Exchange Rates,8055
739,Bullish,Housing Starts,Exchange Rates,1027
740,Sideways,Consumer Price Index,Oil Prices,9518
741,Bullish,GDP,Consumer Confidence,1456
742,Bullish,Housing Starts,Stock Market,6595
743,Sideways,Consumer Price Index,Stock Market,8601
744,Bearish,Industrial Production,Oil Prices,1894
745,Bullish,Trade Balance,Exchange Rates,8657
746,Bullish,Retail Sales,Exchange Rates,5460
747,Bearish,GDP,Interest Rates,2898
748,Bearish,Inflation Rate,Political Stability,8630
749,Bullish,Unemployment Rate,Political Stability,9556
750,Sideways,Consumer Price Index,Exchange Rates,3025
751,Bullish,GDP,Interest Rates,9177
752,Sideways,Housing Starts,Exchange Rates,1729
753,Sideways,Industrial Production,Stock Market,2647
754,Sideways,Employment Rate,Political Stability,9261
755,Bullish,Industrial Production,Oil Prices,8290
756,Sideways,GDP,Exchange Rates,9907
757,Bearish,Inflation Rate,Exchange Rates,8753
758,Bullish,Housing Starts,Interest Rates,4550
759,Bullish,Housing Starts,Exchange Rates,8183
760,Bearish,GDP,Oil Prices,6911
761,Bullish,Trade Balance,Political Stability,9210
762,Bullish,GDP,Oil Prices,6097
763,Bullish,Consumer Price Index,Interest Rates,9712
764,Bearish,GDP,Interest Rates,8728
765,Bearish,Housing Starts,Interest Rates,7146
766,Sideways,Trade Balance,Consumer Confidence,9347
767,Bullish,GDP,Political Stability,4763
768,Bullish,Inflation Rate,Interest Rates,6896
769,Bullish,Unemployment Rate,Interest Rates,5633
770,Bearish,Consumer Price Index,Oil Prices,5029
771,Bullish,Unemployment Rate,Exchange Rates,3543
772,Bullish,Housing Starts,Exchange Rates,1695
773,Bullish,GDP,Interest Rates,8375
774,Sideways,Trade Balance,Stock Market,8437
775,Bearish,Unemployment Rate,Exchange Rates,9015
776,Bearish,Trade Balance,Consumer Confidence,2350
777,Sideways,Trade Balance,Oil Prices,4595
778,Bullish,Inflation Rate,Stock Market,1648
779,Sideways,GDP,Stock Market,5210
780,Sideways,Housing Starts,Exchange Rates,1765
781,Bearish,Consumer Price Index,Interest Rates,4348
782,Sideways,GDP,Interest Rates,2301
783,Bullish,Consumer Price Index,Oil Prices,5952
784,Bearish,Trade Balance,Consumer Confidence,5885
785,Bearish,GDP,Interest Rates,2273
786,Bullish,Housing Starts,Exchange Rates,3878
787,Bearish,Trade Balance,Oil Prices,9355
788,Sideways,Employment Rate,Stock Market,7058
789,Sideways,Industrial Production,Consumer Confidence,4586
790,Sideways,Unemployment Rate,Stock Market,2211
791,Sideways,Industrial Production,Exchange Rates,9555
792,Bullish,Consumer Price Index,Exchange Rates,2135
793,Bearish,Inflation Rate,Stock Market,3383
794,Bullish,Retail Sales,Political Stability,4344
795,Sideways,Inflation Rate,Oil Prices,1414
796,Bullish,GDP,Interest Rates,2953
797,Bullish,Retail Sales,Oil Prices,7470
798,Bearish,GDP,Consumer Confidence,9500
799,Bullish,Retail Sales,Oil Prices,9294
800,Sideways,Unemployment Rate,Consumer Confidence,8903
801,Sideways,Consumer Price Index,Interest Rates,9492
802,Sideways,Inflation Rate,Interest Rates,7253
803,Bearish,Employment Rate,Stock Market,7772
804,Bearish,Industrial Production,Consumer Confidence,9786
805,Bullish,Employment Rate,Interest Rates,2695
806,Bullish,Unemployment Rate,Stock Market,5029
807,Sideways,Inflation Rate,Political Stability,4703
808,Bullish,Employment Rate,Political Stability,2361
809,Bearish,GDP,Oil Prices,4448
810,Bearish,GDP,Exchange Rates,7304
811,Sideways,Inflation Rate,Consumer Confidence,7632
812,Sideways,GDP,Exchange Rates,8936
813,Sideways,Trade Balance,Consumer Confidence,5774
814,Bullish,Inflation Rate,Oil Prices,9122
815,Bearish,GDP,Exchange Rates,4808
816,Bullish,Inflation Rate,Interest Rates,1716
817,Sideways,Industrial Production,Exchange Rates,1277
818,Sideways,Housing Starts,Consumer Confidence,2611
819,Sideways,Industrial Production,Exchange Rates,6962
820,Sideways,Consumer Price Index,Stock Market,9698
821,Bullish,Unemployment Rate,Stock Market,7550
822,Bullish,Trade Balance,Interest Rates,3320
823,Sideways,Retail Sales,Consumer Confidence,6402
824,Sideways,Housing Starts,Oil Prices,6847
825,Bullish,Industrial Production,Oil Prices,8209
826,Sideways,Employment Rate,Exchange Rates,6414
827,Bearish,Housing Starts,Exchange Rates,5061
828,Bearish,Employment Rate,Political Stability,4541
829,Bullish,Unemployment Rate,Stock Market,5401
830,Bearish,Inflation Rate,Consumer Confidence,9401
831,Sideways,Consumer Price Index,Stock Market,6664
832,Bearish,Industrial Production,Political Stability,6130
833,Bullish,Employment Rate,Stock Market,5592
834,Bullish,Industrial Production,Exchange Rates,6174
835,Bullish,Unemployment Rate,Stock Market,5743
836,Bullish,Unemployment Rate,Interest Rates,7532
837,Bearish,Unemployment Rate,Oil Prices,2872
838,Bearish,GDP,Political Stability,9656
839,Bullish,Retail Sales,Exchange Rates,1933
840,Bullish,Industrial Production,Oil Prices,8151
841,Sideways,Consumer Price Index,Consumer Confidence,5476
842,Bullish,Retail Sales,Interest Rates,8357
843,Bearish,Housing Starts,Exchange Rates,5696
844,Bullish,Industrial Production,Exchange Rates,9595
845,Sideways,Inflation Rate,Consumer Confidence,7621
846,Bearish,Employment Rate,Consumer Confidence,1172
847,Bearish,Consumer Price Index,Exchange Rates,5919
848,Sideways,Inflation Rate,Oil Prices,3333
849,Bullish,Housing Starts,Consumer Confidence,6070
850,Sideways,Inflation Rate,Exchange Rates,6759
851,Bullish,Industrial Production,Consumer Confidence,6783
852,Sideways,Unemployment Rate,Consumer Confidence,5703
853,Sideways,Inflation Rate,Interest Rates,4851
854,Sideways,Employment Rate,Interest Rates,3382
855,Bearish,Unemployment Rate,Exchange Rates,7490
856,Sideways,Employment Rate,Oil Prices,9548
857,Sideways,Unemployment Rate,Stock Market,4339
858,Bullish,GDP,Exchange Rates,2971
859,Sideways,GDP,Interest Rates,7217
860,Sideways,Employment Rate,Exchange Rates,2649
861,Bearish,GDP,Consumer Confidence,8429
862,Bearish,Inflation Rate,Oil Prices,4764
863,Bullish,Trade Balance,Stock Market,5612
864,Bullish,Housing Starts,Stock Market,4556
865,Sideways,Retail Sales,Consumer Confidence,1186
866,Bearish,Inflation Rate,Exchange Rates,7058
867,Sideways,Employment Rate,Exchange Rates,8557
868,Bearish,Industrial Production,Stock Market,7374
869,Bullish,Industrial Production,Oil Prices,6394
870,Sideways,Housing Starts,Political Stability,9521
871,Bullish,Unemployment Rate,Political Stability,6480
872,Bearish,GDP,Oil Prices,9054
873,Bullish,Retail Sales,Consumer Confidence,6951
874,Bullish,Inflation Rate,Consumer Confidence,7696
875,Sideways,Trade Balance,Stock Market,3199
876,Bearish,Inflation Rate,Oil Prices,2583
877,Bullish,Consumer Price Index,Interest Rates,4313
878,Bullish,Housing Starts,Stock Market,3666
879,Bullish,Inflation Rate,Exchange Rates,8421
880,Bearish,Housing Starts,Interest Rates,1736
881,Sideways,Employment Rate,Interest Rates,9137
882,Bearish,Employment Rate,Exchange Rates,1653
883,Sideways,Industrial Production,Political Stability,1408
884,Bullish,Trade Balance,Interest Rates,7854
885,Bearish,GDP,Exchange Rates,4767
886,Sideways,GDP,Oil Prices,4627
887,Bullish,Inflation Rate,Consumer Confidence,1863
888,Sideways,Unemployment Rate,Interest Rates,1335
889,Bearish,Trade Balance,Interest Rates,9340
890,Sideways,Retail Sales,Exchange Rates,6565
891,Sideways,GDP,Stock Market,3004
892,Bearish,Trade Balance,Political Stability,7515
893,Sideways,Consumer Price Index,Consumer Confidence,2543
894,Bearish,Inflation Rate,Interest Rates,5950
895,Bullish,Housing Starts,Oil Prices,5863
896,Sideways,Unemployment Rate,Oil Prices,9921
897,Sideways,Housing Starts,Exchange Rates,7275
898,Bullish,Inflation Rate,Consumer Confidence,7432
899,Sideways,Industrial Production,Political Stability,3691
900,Bullish,Consumer Price Index,Interest Rates,8384
901,Bullish,GDP,Consumer Confidence,4622
902,Bearish,Industrial Production,Interest Rates,5619
903,Bullish,Inflation Rate,Oil Prices,3845
904,Bullish,Employment Rate,Stock Market,3567
905,Bearish,GDP,Exchange Rates,2597
906,Sideways,Housing Starts,Exchange Rates,7279
907,Bearish,Retail Sales,Consumer Confidence,2316
908,Sideways,Unemployment Rate,Exchange Rates,5309
909,Sideways,Consumer Price Index,Stock Market,9845
910,Bearish,Trade Balance,Oil Prices,7271
911,Sideways,Inflation Rate,Stock Market,8794
912,Bearish,Trade Balance,Stock Market,6052
913,Bullish,Consumer Price Index,Oil Prices,4070
914,Sideways,Employment Rate,Consumer Confidence,6696
915,Bearish,Consumer Price Index,Consumer Confidence,9001
916,Bearish,Housing Starts,Oil Prices,9341
917,Bearish,Industrial Production,Political Stability,1520
918,Sideways,Trade Balance,Political Stability,6596
